1.000000,-0.000086,-0.004384,-0.002968,-0.000269,-0.205506,-0.310677,-0.008836,-0.000110,-0.199438
-0.000086,1.000000,-0.000024,-0.000022,-0.410507,-0.000218,-0.000167,-0.000055,-0.569543,-0.000222
-0.004384,-0.000024,1.000000,-0.602210,-0.000056,-0.004151,-0.003507,-0.488260,-0.000022,-0.004919
-0.002968,-0.000022,-0.602210,1.000000,-0.000048,-0.002877,-0.002409,-0.359737,-0.000019,-0.003412
-0.000269,-0.410507,-0.000056,-0.000048,1.000000,-0.000671,-0.000520,-0.000130,-0.512968,-0.000678
-0.205506,-0.000218,-0.004151,-0.002877,-0.000671,1.000000,-0.382329,-0.009340,-0.000271,-0.487444
-0.310677,-0.000167,-0.003507,-0.002409,-0.000520,-0.382329,1.000000,-0.007690,-0.000212,-0.349845
-0.008836,-0.000055,-0.488260,-0.359737,-0.000130,-0.009340,-0.007690,1.000000,-0.000051,-0.011089
-0.000110,-0.569543,-0.000022,-0.000019,-0.512968,-0.000271,-0.000212,-0.000051,1.000000,-0.000273
-0.199438,-0.000222,-0.004919,-0.003412,-0.000678,-0.487444,-0.349845,-0.011089,-0.000273,1.000000
